cargo,id_ubicacion,clase_ubicacion,descripcion_ubicacion,cant_votos_positivos,cant_votos_negativos,porcentaje_participacion,porcentaje_mesas_procesadas,cant_votantes,hora_proceso,clase_candidatura,id_candidatura,descripcion_candidatura,cant_votos
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2040,KATHIA MARCELA CRIVELLI RAMIREZ,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2041,SUYAPA MELISSA MEJIA MENENDEZ,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2042,HARRY STEPHEN PANTING ZELAYA,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2043,CLAUDIA IVETH AMAYA MARTEL,8
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2044,ANGEL EDUARDO RAMOS SALINAS,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2045,ELISA MARGARITA GOMEZ CASTRO,8
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2046,MARLON GUILLERMO LARA ORELLANA,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2047,JUAN CARLOS AVILA PACHECO,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2048,AGUSTIN GUERRERO BERNARDEZ,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2049,SEBASTIANA ARRIOLA GUITY,9
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2050,GLORIA CAROLINA MILIAN VELASQUEZ,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2051,ETNY SIMEI UYOA MARTINEZ,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2052,ANA ROSA CARTAGENA CABRERA,7
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2053,MOISES CANELAS WITHOL,8
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2054,JOHNY ARMANDO ORTIZ ROSA,6
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2055,RAFAEL TADEO NODARSE BANEGAS,9
DIP,HN.5.1.1.284.4630_DIP,Mesa,4630_DIP,2232,9,51.6339,100.0,2241,2021-11-29 14:15:01,Candidato,1.2056,SANDRA TATIANA HERNANDEZ CUEVAS,6
